body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
"Its not bloody free! The poor bloody taxpayer is paying for healthy people, most not at risk, to take tests they dont need OR you become a 2nd class citizen in your own country! Absolutely diabolical.",Low Income Families,2.571239143,3.527286147,-0.662714429,negative,"Apr 5, 2021",Original,0,0,0,0,Male,214
Great article that highlights the real reason fruit pickers are migrants  it's an utterly shit job that has poor pay in relation to what someone born here would expect. We use cheap labour to get around this just like most of the fancy/nice outcomes from globalisation.,Poor Pay,5.37556926,0.993809924,1.3415002,positive,"Jan 26, 2021",Original,0,0,0,0,Male,193
I thought my £4026 bill for insurance was bad (less than 24 hours to pay) ... but this is sickening. Surely people can’t be expected to find these sums and pay for something that is NOT OUR FAULT. Somebody please step in and help BuildingSafetyCrisisUK EndOurCladdingScandal,Long Hours,5.122169604,2.482585843,0.377703814,positive,"Jan 27, 2021",Original,0,0,0,0,Unknown,190
"Assume Paul Hannigan was paid to lose the 7.15, if not horrifically bad ride",Poor Pay,7.680856348,3.077323797,0.568097132,positive,"Apr 7, 2021",Original,0,0,0,0,Male,142
"This criminal government have cut everything back to the bare bones. Brexit and pandemic has shown we have zero resilience and everything is beginning to crumble, it’s heartbreaking. Unless we get rid of them the poorest will be paying for this for generations",State Pension,2.132700223,6.53300944,-1.466052404,negative,"Oct 2, 2021",Original,0,0,0,0,Unknown,139
"How to Buy a Property or Real Estate with No Money Down and/or Bad Credit. In our Multiple Income Streams Weekly Club. Join us on Clubhouse today to find out how. , GlobalDigitalMarketing SEO Property Properties PropertyInvestments RealEstate ,",Wage Growth,6.856637715,2.981429773,0.486240627,positive,"Sep 23, 2021",Original,0,0,0,0,Unknown,118
Indeed . The facts are that uk nursing pay has been cut by 8.3% since 2010; despite the conservatives trying to somehow convince the country that they are “ getting a pay rise “ . Even the 1% potential rise is below inflation.,House Prices,3.183324539,3.298409579,-0.382087893,negative,"Mar 10, 2021",Original,0,0,0,0,Unknown,111
"Bollocks. Uv plenty of other things u can halt. High speed train.??? Stop that mess. Keep public servants paid or ur asking for trouble. I have a bad cough. Don’t feel too good 😌 cough cough. Who cares how long it takes to recover. Bank recovery cost more and longer ,",Government Support,3.0269297,3.139400558,-0.383056661,negative,"Nov 22, 2020",Original,0,0,0,0,Unknown,109
"So is , gonna help folk pay for these new ElectricVehicles? It's hard enough for some to buy a 10 Yr old banger to get to work never mind a brand new electric car! Another idea by the wealthy for the wealthy DowningStreetBoysClub PunishThePoor #",Government Support,3.428318857,1.538661899,0.45458328,positive,"Nov 18, 2020",Original,0,0,0,0,Unknown,108
Facts won't convince the faithful. Who would ever have believed the number of low paid working voters could be fooled to believe a bunch of privileged Eton bullshi**ers would help them more than a party based on communal good?,Low Income Families,2.517891424,1.949679552,-0.090816802,neutral,"Jul 7, 2021",Original,0,0,0,0,Male,105
The Tory government have systematically persecuted the Unemployed Disabled Sick The Poor Pensioners Low paid workers Now they are going after Children’s Rights.THE UK Government may challenge a Scottish bill aimed at improving children’s rights in court. ChildrensRights,State Pension,4.196485707,4.397879438,-0.393448631,negative,"Mar 25, 2021",Original,1,0,0,1,Unknown,97
"Latest on Humanosity Income inequality is one of the biggest & most pressing economic challenges of our times. Tax cuts have been touted as a surefire method to inspire growth. Now, a new study has found that tax cuts for the rich may make matters worse , ,",Wage Growth,1.788857864,5.162382497,-1.406394436,negative,"Dec 17, 2020",Original,0,0,0,0,Unknown,72
"Don't tell those bullied and harassed out of jobs to make more effort to fit with an abusive system and mentally deranged people, don't tell low income flexible working parents & guardians to put more effort in,",Poor Pay,4.978246434,3.533156595,-0.003687574,neutral,"Aug 26, 2021",Original,1,1,0,0,Female,25
BREAKING Irish lowcost airline Ryanair loses its attempt in an EU court to block massive public bailouts of rival c...  AFP | livetube 🔴 On the scene | More information? Send us a livestream and get paid. GO LIVE  CLICK 👉 livetube.app,Public Sector Pay,1.788857864,5.33499174,-1.439283575,negative,"Feb 17, 2021",Original,0,0,0,0,Unknown,15
"As my MP , I am calling on you to ensure every care and health worker receives a proper living wage and salary increases at least in line with inflation as they fight Covid 19 on our behalf ThunderclapForCarers clapforcarers",Poor Pay,5.093319263,3.590693009,0.00301092,neutral,"Jan 7, 2021",Original,6,0,1,5,Female,13
This Brexit will only serve the wealthy who have all their money offshore! You wait and see we will now have hiked up prices for EVERYTHING and low wages! So the rich & poor divide will be massive!,Rich People,4.100591683,1.538661899,0.633644544,positive,"Dec 13, 2020",Original,0,0,0,0,Unknown,9
"John McDonnell MP: ""Sunak starts his budget speech boasting his economic policies are working. Tell that to the families struggling to make ends meet after the £20 cut to Universal Credit & the nurses who will be hit by an effective pay cut as inflation rises""",Government Support,6.601708926,1.846394278,0.927520255,positive,"Oct 27, 2021",Replies,0,0,0,0,Unknown,488136
", You can't sit in a government who: 🔺deny millions wage support 🔺deny poor kids food 🔺never enforced masks to make opening up safe 🔺neglected NHS for years so more people died 🔺had longer lockdown due to doing it late then act surprised people are sad & poor during lockdown.",Poor Pay,2.843600297,4.301985414,-0.760579271,negative,"Feb 15, 2021",Reposts,0,0,0,0,Unknown,297237
"So disappointing to see the UK government raise NI so that those worse off are seeing tax increases. Given that any tax raises break their election pledges, it would have been much better to instead raise the upper income tax rate to pay for it, as all on that rate can afford it.",State Pension,2.797657138,2.899954951,-0.382486462,negative,"Sep 7, 2021",Reposts,0,0,0,0,Male,170290
"Ultimately, the very welcome £3bn boost to Universal Credit will be a big help for working households this winter and beyond. But, even with the National Living Wage rise, lower income households will still be worse off than if the £20 a week UC boost had been maintained. ,",Government Support,5.616903292,0.688022255,1.753141,positive,"Oct 28, 2021",Replies,0,0,0,0,Unknown,46890
", The point was to make the payment now without increasing the cost to the current budget. F of A make fair point that bonus payments should not be normal. There is an issue with higher rate tax payers in NHS + a pension tax issue if it is recorded as income",Cost of Living,2.478469122,1.580426277,0.103372884,neutral,"Dec 1, 2020",Replies,0,0,0,0,Unknown,28732
", , , Recent polling this week shows 8/10 British people don’t want lower standard food. Over half will pay more to avoid it. People just aren’t being made aware what this AustraliaTradeDeal will ensure. And there’s no easy way back either to SM",Low Income Families,4.537575002,2.198275288,0.378146046,positive,"May 29, 2021",Replies,0,0,0,0,Female,27065
", , , A low wage, low tax, low public spending economy won't improve the lives of the vast majority. This was something Thatcher pined for in the 80s but even she wasn't mad enough to actually try it.",Public Sector Pay,3.539154864,3.527286147,-0.343214409,neutral,"Dec 18, 2020",Reposts,0,0,0,0,Male,15728
", , , , Easier to say which weren’t. Increased spending on NHS used expensive PFI & promoted privatisation. Min wage way too low. Schools moved away from democratic control & moved on religious grounds etc. HOL not complete. Housing a disaster. Foreign Affairs a disaster. Etc.",Mental Health,2.478469122,3.728513508,-0.754942141,negative,"Aug 16, 2021",Reposts,0,0,0,0,Female,15678
"The Tories have never cared about low incomes workers, disabled, infirm, or the poor treatment & conditions they face. Now, when the only thing left is for workers is to protest, they want to jail them for 10 years.",Low Income Families,2.981429773,6.49893184,-1.125808446,negative,"Mar 17, 2021",Reposts,0,0,0,0,Male,15248
", won what? the £ decreasing in value. the upcoming food shortages. decimating many industries. ruining the lives of many without thought or care. trade deals that make us poorer. promising £350m pw for the NHS but actually costing us £800pw in lost income. SO WHAT DID WE WIN?",Cost of Living,3.32962267,2.66749587,-0.124854761,neutral,"Jun 23, 2021",Replies,0,0,0,0,Unknown,14915
"Spotted in Appledore, Devon outside a popular pub. I’d say there is a message to our PM there. Poorly stocked supermarket shelves, fewer hospitality staff, a Chancellor who wants to take away income and job support currently helping those on low incomes. postBrexit crisis looms ,",Low Income Families,5.501424105,2.944297162,0.278563263,neutral,"Aug 15, 2021",Reposts,0,0,0,0,Male,11474
", @662Maz A 13%rise, NI going up, food going up. Is this too hard for your brain to comprehend. Mps be like no you can't keep the money we need it for our £200.000 expenses bills. Bosses paying appalling wages that get subsidised by UC precarious bullshit jobs and workers rights crushed",Cost of Living,2.132700223,4.388596286,-1.068194126,negative,"Sep 17, 2021",Replies,0,0,0,0,Unknown,10611
Migrant workers don't drive down wages.... bad governments do.,Poor Pay,4.150866894,6.49893184,-0.794894219,negative,"Oct 9, 2021",Reposts,0,0,0,0,Male,9732
", , Aw bless you, trying to belittle me and divert attention by using a spelling error against me 🙄 I can tell you don't care about the low paid wc, you really are shameful, anyhow I've got to go, but please feel free to keep on digging a big hole for yourself 😉",Social Care,1.777945155,4.466349975,-1.267686815,negative,"Nov 20, 2020",Replies,0,0,0,0,Female,9683
